customer_id,first_name,last_name,age,state,region,occupation,annual_income,credit_score,customer_segment,risk_tier,account_open_date,is_digital_customer,num_products,is_active
ACB-C001021,Kevin,Ahmed,20,OH,Midwest,Retired,39154.11,747.0,Mass Market,1,2020-08-15,1,4,1
ACB-C001022,Thomas,Ahmed,44,FL,Southeast,,34622.49,776.0,Emerging Affluent,2,2018-11-30,1,3,1
ACB-C001023,Nancy,Moore,40,VA,Northeast,Self-Employed,49931.63,715.0,Mass Market,3,2017-06-19,1,3,1
ACB-C001024,Mark,Garcia,21,PA,Northeast,Retired,32308.41,512.0,Mass Market,4,2015-07-31,1,1,1
ACB-C001025,Linda,Martinez,62,VA,Northeast,Government Employee,120723.85,571.0,Affluent,4,2017-12-15,1,4,1
ACB-C001026,Carlos,Garcia,24,NY,Northeast,Student,33020.56,625.0,Mass Market,4,2015-05-02,0,3,1
ACB-C001027,Daniel,Wilson,37,TN,South,Retired,67824.33,750.0,Emerging Affluent,1,2023-01-13,0,5,1
ACB-C001028,Mark,Wilson,20,AZ,West,Employed - Part Time,78700.84,664.0,Emerging Affluent,4,2020-05-03,0,3,1
ACB-C001029,Sarah,Kim,37,FL,Southeast,Employed - Full Time,52118.06,619.0,Mass Market,3,2022-04-06,0,1,1
ACB-C001030,Karen,Jones,42,AZ,West,Unemployed,182609.1,602.0,Affluent,4,2015-05-10,1,1,1
ACB-C001031,Maria,Brown,50,TX,South,Unemployed,40848.92,681.0,Mass Market,2,2018-11-28,0,2,1
ACB-C001032,Nancy,Taylor,28,NC,Southeast,Self-Employed,40571.28,617.0,Mass Market,4,2020-12-13,1,4,1
ACB-C001033,Aisha,Singh,45,CA,West,Student,193029.0,695.0,Affluent,2,2016-03-05,1,1,1
ACB-C001034,Hassan,Ahmed,55,TX,South,,63064.46,690.0,Mass Market,3,2017-11-04,1,2,1
ACB-C001035,Michael,Nguyen,46,TX,South,Employed - Full Time,114852.76,691.0,Emerging Affluent,2,2024-06-10,1,2,0
ACB-C001036,Priya,Thomas,32,OH,Midwest,Unemployed,64559.19,685.0,Mass Market,2,2017-07-20,1,1,1
ACB-C001037,Sarah,Hernandez,21,FL,Southeast,Retired,117485.71,758.0,Mass Market,3,2016-06-04,0,4,1
ACB-C001038,James,Jackson,50,OH,Midwest,Retired,166604.7,757.0,Affluent,2,2025-09-06,1,3,1
ACB-C001039,John,Smith,35,TX,South,Self-Employed,50362.78,660.0,Emerging Affluent,4,2025-01-20,0,2,1
ACB-C001040,Susan,Williams,34,FL,Southeast,Retired,59737.63,634.0,Mass Market,3,2023-02-13,0,2,1
ACB-C001041,Michael,Kim,37,GA,Southeast,Retired,51458.5,618.0,Mass Market,3,2017-06-12,1,3,1
ACB-C001042,Patricia,Hernandez,71,IL,Midwest,Government Employee,119226.82,639.0,Affluent,2,2025-02-19,1,3,1
ACB-C001043,Elena,Jackson,28,FL,Southeast,Government Employee,36694.64,574.0,Mass Market,5,2019-12-20,1,2,1
ACB-C001044,Mark,Russo,51,NC,Southeast,Retired,126541.44,685.0,Affluent,3,2015-12-22,0,2,1
ACB-C001045,Mark,Rodriguez,25,TN,South,Employed - Part Time,18854.34,723.0,Mass Market,1,2021-10-06,0,1,0
ACB-C001046,Karen,Park,52,NC,Southeast,Government Employee,29992.29,677.0,Emerging Affluent,3,2025-04-10,1,2,1
ACB-C001047,Elena,Anderson,47,CA,West,Student,136497.49,696.0,Affluent,1,2015-09-13,1,1,1
ACB-C001048,Priya,Anderson,23,TX,South,Student,36384.87,841.0,Mass Market,1,2016-05-13,1,1,1
ACB-C001049,Susan,Jackson,38,TN,South,Unemployed,60298.87,619.0,Emerging Affluent,3,2025-09-28,0,3,1
ACB-C001050,Thomas,Thomas,51,TX,South,Government Employee,64785.9,622.0,Emerging Affluent,3,2024-01-04,1,3,1
ACB-C001051,Barbara,Lee,28,TN,South,Employed - Full Time,42711.53,726.0,Emerging Affluent,1,2024-07-24,1,4,1
ACB-C001052,Marcus,Kowalski,49,GA,Southeast,Retired,59646.26,745.0,Mass Market,2,2017-06-03,1,4,1
ACB-C001053,Michael,Miller,33,VA,Northeast,Self-Employed,65836.92,598.0,Emerging Affluent,5,2025-12-30,1,4,1
ACB-C001054,Fatima,Johnson,43,IL,Midwest,Retired,74112.86,715.0,Emerging Affluent,2,2024-12-12,1,4,1
ACB-C001055,Charles,Russo,64,PA,Northeast,Employed - Full Time,176678.79,824.0,Affluent,1,2016-08-25,0,1,1
ACB-C001056,Karen,Kowalski,44,FL,Southeast,Retired,,576.0,Emerging Affluent,5,2016-10-23,1,1,1
ACB-C001057,Wei,Ahmed,39,IL,Midwest,Employed - Part Time,63305.13,723.0,Mass Market,2,2022-03-23,0,2,1
ACB-C001058,Fatima,Miller,56,NY,Northeast,Employed - Full Time,310302.18,685.0,High Net Worth,3,2018-04-30,1,2,1
ACB-C001059,Wei,Johnson,21,NY,Northeast,Student,63148.52,692.0,Mass Market,2,2016-06-22,1,1,1
ACB-C001060,Priya,Jones,40,NC,Southeast,Student,65291.67,594.0,Mass Market,3,2017-10-30,1,2,1
ACB-C001061,Jessica,Okafor,41,TN,South,Employed - Part Time,54444.82,699.0,Mass Market,2,2021-03-02,1,1,1
ACB-C001062,Jessica,Moore,35,PA,Northeast,Student,42804.09,472.0,Mass Market,5,2022-04-17,0,3,1
ACB-C001063,Maria,Hernandez,18,IL,Midwest,Unemployed,54130.34,742.0,Mass Market,2,2023-07-18,0,3,1
ACB-C001064,Charles,Miller,35,NY,Northeast,Employed - Part Time,29195.53,673.0,Mass Market,3,2021-08-12,0,2,1
ACB-C001065,Elena,Garcia,30,NY,Northeast,Student,51605.57,515.0,Mass Market,5,2025-03-05,1,4,1
ACB-C001066,Priya,Singh,27,IL,Midwest,Government Employee,96654.95,540.0,Emerging Affluent,5,2024-08-25,0,5,1
ACB-C001067,Daniel,Russo,36,CA,West,Student,30260.1,764.0,Mass Market,1,2017-03-23,1,2,1
ACB-C001068,Mark,Taylor,26,TX,South,Unemployed,74195.26,637.0,Mass Market,4,2017-07-26,1,3,1
ACB-C001069,Jessica,Garcia,37,FL,Southeast,Retired,43290.15,718.0,Mass Market,2,2019-10-28,0,3,1
ACB-C001070,Wei,Thomas,34,FL,Southeast,Government Employee,51709.43,597.0,Mass Market,3,2024-08-24,1,3,0
ACB-C001071,Priya,Ahmed,30,FL,Southeast,Employed - Full Time,27416.01,648.0,Mass Market,2,2025-02-16,1,2,0
ACB-C001072,Kevin,Wilson,29,CA,West,Student,,696.0,Emerging Affluent,2,2020-02-15,1,3,1
ACB-C001073,Karen,Anderson,72,TX,South,Employed - Full Time,436047.87,770.0,High Net Worth,1,2024-04-12,0,1,1
ACB-C001074,Kevin,Martin,61,TX,South,Employed - Full Time,127891.43,645.0,Affluent,3,2022-08-08,1,3,1
ACB-C001075,John,Jackson,40,PA,Northeast,Student,179230.81,699.0,Affluent,3,2025-03-04,1,1,1
ACB-C001076,Jennifer,Okafor,39,NY,Northeast,Government Employee,41289.29,800.0,Mass Market,1,2023-12-11,1,3,1
ACB-C001077,Elena,Patel,42,FL,Southeast,Employed - Full Time,31303.74,635.0,Mass Market,3,2024-04-30,1,1,1
ACB-C001078,Barbara,Davis,43,OH,Midwest,Unemployed,88672.12,,Mass Market,5,2017-02-17,1,4,1
ACB-C001079,Michael,Rodriguez,45,CA,West,Employed - Part Time,71272.6,699.0,Emerging Affluent,3,2022-01-04,1,3,1
ACB-C001080,Sarah,Hernandez,40,VA,Northeast,Government Employee,46420.31,805.0,Mass Market,2,2024-07-28,0,2,1
ACB-C001081,Carlos,Williams,51,IL,Midwest,Unemployed,68817.18,609.0,Emerging Affluent,4,2022-01-04,1,3,1
ACB-C001082,Charles,Patel,18,TX,South,Self-Employed,25061.7,633.0,Mass Market,3,2020-09-19,1,3,1
ACB-C001083,Mark,Lopez,34,NY,Northeast,Employed - Part Time,55074.5,788.0,Mass Market,1,2023-05-25,1,5,1
ACB-C001084,Charles,Okafor,72,TN,South,Government Employee,317559.77,679.0,High Net Worth,3,2018-06-04,1,2,1
ACB-C001085,Aisha,Chen,30,VA,Northeast,Student,100007.34,754.0,Emerging Affluent,1,2025-08-21,1,3,0
ACB-C001086,Marcus,Nguyen,51,NY,Northeast,Employed - Part Time,104433.49,652.0,Affluent,3,2016-07-03,1,4,1
ACB-C001087,Diana,Smith,27,NC,Southeast,Unemployed,42102.91,559.0,Emerging Affluent,5,2017-01-17,1,2,1
ACB-C001088,John,Garcia,50,CA,West,Government Employee,158199.81,678.0,Affluent,2,2016-11-30,0,2,0
ACB-C001089,Karen,Hernandez,26,PA,Northeast,Self-Employed,115531.14,788.0,Emerging Affluent,2,2017-02-02,1,2,1
ACB-C001090,Angela,Jones,43,CA,West,Government Employee,82268.36,686.0,Affluent,2,2024-09-07,0,1,1
ACB-C001091,Charles,Kowalski,30,VA,Northeast,Employed - Part Time,25378.61,598.0,Mass Market,2,2017-03-02,1,3,1
ACB-C001092,Aisha,Moore,49,NC,Southeast,Government Employee,60304.81,605.0,Emerging Affluent,4,2023-05-11,1,5,1
ACB-C001093,Daniel,Lopez,36,NC,Southeast,Employed - Full Time,43360.43,679.0,Emerging Affluent,3,2017-12-01,1,1,1
ACB-C001094,Jessica,Martinez,39,GA,Southeast,Government Employee,37905.86,799.0,Mass Market,1,2016-05-06,0,3,0
ACB-C001095,Susan,Anderson,46,CA,West,Student,149234.52,590.0,Affluent,4,2022-05-24,1,2,1
ACB-C001096,Wei,Brown,73,CA,West,Employed - Full Time,359302.3,710.0,High Net Worth,1,2017-09-28,0,2,1
ACB-C001097,Elena,Davis,19,CA,West,Government Employee,55052.85,620.0,Mass Market,5,2024-03-19,1,3,1
ACB-C001098,Charles,Johnson,18,CA,West,Employed - Full Time,41777.7,683.0,Mass Market,2,2022-12-06,1,2,1
ACB-C001099,Wei,Okafor,31,IL,Midwest,Student,73991.38,682.0,Mass Market,3,2024-06-26,1,5,1
ACB-C001100,Carlos,Jackson,68,FL,Southeast,Student,75184.05,718.0,Affluent,1,2016-02-26,1,4,1
ACB-C001101,Hassan,Taylor,33,TX,South,Retired,50535.88,677.0,Emerging Affluent,2,2021-06-14,1,2,0
ACB-C001102,Nancy,Russo,49,VA,Northeast,Self-Employed,44948.03,590.0,Mass Market,4,2022-01-03,1,3,1
ACB-C001103,Jennifer,Miller,38,TN,South,Government Employee,32615.32,666.0,Mass Market,2,2022-11-20,0,1,0
ACB-C001104,Barbara,Park,44,VA,Northeast,Employed - Full Time,41962.67,536.0,Mass Market,4,2017-04-28,1,3,1
ACB-C001105,Mark,Johnson,59,PA,Northeast,Unemployed,86553.73,635.0,Emerging Affluent,3,2019-10-09,1,3,1
ACB-C001106,Michael,Jackson,46,CA,West,Employed - Full Time,35572.4,562.0,Mass Market,5,2018-06-21,0,5,1
ACB-C001107,Jennifer,Park,56,NY,Northeast,Government Employee,35632.39,684.0,Mass Market,5,2025-10-25,1,3,1
ACB-C001108,Nancy,Martin,61,IL,Midwest,Student,66703.13,718.0,Emerging Affluent,2,2020-01-12,1,1,1
ACB-C001109,Fatima,Park,37,OH,Midwest,Student,62957.03,663.0,Mass Market,3,2017-06-05,1,3,1
ACB-C001110,Linda,Thomas,37,CA,West,Government Employee,57158.18,617.0,Mass Market,4,2022-11-08,1,1,1
ACB-C001111,Robert,Jones,50,AZ,West,Government Employee,61193.71,725.0,Mass Market,2,2023-03-31,1,3,1
ACB-C001112,Wei,Singh,25,CA,West,Employed - Part Time,,608.0,Mass Market,4,2017-07-30,0,3,1
ACB-C001113,Carlos,Chen,35,CA,West,Employed - Full Time,47586.03,704.0,Mass Market,3,2021-04-01,1,5,1
ACB-C001114,Jessica,Russo,69,GA,Southeast,Employed - Full Time,427621.67,672.0,High Net Worth,3,2020-01-27,1,3,1
ACB-C001115,Charles,Johnson,68,NC,Southeast,Student,103040.11,745.0,Affluent,1,2024-08-16,1,3,1
ACB-C001116,James,Patel,63,NC,Southeast,Unemployed,,622.0,Affluent,3,2015-08-04,1,1,1
ACB-C001117,Michael,Taylor,49,TX,South,Unemployed,140306.63,726.0,Affluent,2,2020-12-30,0,5,1
ACB-C001118,Fatima,Ahmed,45,TN,South,Employed - Full Time,45236.27,663.0,Mass Market,4,2015-08-26,1,2,1
ACB-C001119,Elena,Russo,30,CA,West,Self-Employed,36220.57,690.0,Mass Market,3,2019-01-17,0,4,1
ACB-C001120,James,Davis,44,TX,South,Retired,71989.85,692.0,Mass Market,2,2021-02-16,1,4,1
ACB-C001121,Marcus,Jackson,37,TN,South,Student,,560.0,Affluent,5,2021-12-06,0,2,1
ACB-C001122,Maria,Kowalski,64,VA,Northeast,Student,45539.9,729.0,Emerging Affluent,3,2022-08-15,0,4,1
ACB-C001123,Maria,Nguyen,53,TN,South,Employed - Full Time,50503.59,611.0,Mass Market,5,2022-11-15,1,2,1
ACB-C001124,Michael,Kowalski,42,AZ,West,Government Employee,33215.86,729.0,Mass Market,2,2015-02-20,0,5,1
ACB-C001125,Wei,Garcia,32,NC,Southeast,Unemployed,39851.38,634.0,Mass Market,3,2019-01-26,0,1,1
ACB-C001126,Jennifer,Thomas,52,GA,Southeast,Retired,24243.47,678.0,Mass Market,3,2018-03-19,1,3,1
ACB-C001127,Susan,Okafor,33,TX,South,Retired,139663.63,730.0,Affluent,3,2023-12-28,0,2,1
ACB-C001128,Angela,Thomas,23,NY,Northeast,Unemployed,48182.48,753.0,Mass Market,1,2016-07-24,1,2,1
ACB-C001129,Patricia,Thomas,38,FL,Southeast,Student,144514.01,617.0,Affluent,2,2018-03-08,0,2,1
ACB-C001130,Daniel,Taylor,62,CA,West,Student,37713.18,697.0,Mass Market,4,2015-09-09,1,4,1
ACB-C001131,Angela,Park,29,OH,Midwest,Student,66390.52,743.0,Emerging Affluent,2,2017-01-21,0,5,1
ACB-C001132,Marcus,Chen,37,GA,Southeast,Self-Employed,75771.68,521.0,Affluent,5,2019-10-29,0,1,1
ACB-C001133,Patricia,Ahmed,67,TX,South,Employed - Full Time,177854.27,704.0,Affluent,2,2023-06-09,1,3,1
ACB-C001134,Robert,Brown,26,CA,West,Self-Employed,21821.64,548.0,Mass Market,5,2024-06-01,0,4,1
ACB-C001135,Patricia,Brown,35,OH,Midwest,Student,52020.55,643.0,Mass Market,3,2025-03-05,1,3,1
ACB-C001136,Michael,Singh,49,TX,South,Retired,40520.54,656.0,Mass Market,3,2022-08-24,0,3,1
ACB-C001137,Angela,Ahmed,25,AZ,West,Employed - Full Time,55791.0,737.0,Mass Market,2,2018-07-13,1,2,1
ACB-C001138,Marcus,Moore,49,GA,Southeast,Employed - Full Time,77113.65,683.0,Emerging Affluent,4,2023-04-20,1,3,1
ACB-C001139,Hassan,Martinez,47,NY,Northeast,Unemployed,99188.22,633.0,Affluent,3,2021-12-27,0,2,1
ACB-C001140,Marcus,Jones,18,NC,Southeast,Student,,695.0,Mass Market,3,2022-04-11,0,3,1
ACB-C001141,Hassan,Hernandez,35,AZ,West,Student,43591.25,725.0,Mass Market,1,2016-11-26,1,4,1
ACB-C001142,Linda,Jones,61,FL,Southeast,Student,40490.87,707.0,Mass Market,3,2016-03-06,1,3,1
ACB-C001143,Wei,Nguyen,33,OH,Midwest,Student,142718.23,626.0,Affluent,4,2018-06-28,1,1,0
ACB-C001144,Charles,Chen,79,GA,Southeast,Government Employee,425925.86,748.0,High Net Worth,1,2018-07-13,0,3,1
ACB-C001145,Elena,Thomas,39,CA,West,Government Employee,38460.7,649.0,Mass Market,3,2016-02-12,0,2,1
ACB-C001146,Charles,Patel,29,TN,South,Student,51518.05,784.0,Mass Market,1,2016-10-30,1,5,1
ACB-C001147,Robert,Moore,38,IL,Midwest,Government Employee,78749.69,492.0,Emerging Affluent,5,2021-02-07,1,3,1
ACB-C001148,David,Park,61,NC,Southeast,Student,62981.9,616.0,Emerging Affluent,5,2024-12-08,0,3,0
ACB-C001149,James,Wilson,22,AZ,West,Employed - Full Time,35090.19,690.0,Mass Market,2,2024-07-05,1,3,1
ACB-C001150,Charles,Miller,51,TN,South,Self-Employed,98446.06,773.0,Affluent,1,2025-11-22,0,5,1
ACB-C001151,Charles,Johnson,53,OH,Midwest,Retired,328064.06,666.0,High Net Worth,3,2024-11-30,1,4,1
ACB-C001152,Sarah,Ahmed,44,AZ,West,Government Employee,59379.26,716.0,Emerging Affluent,1,2024-04-15,0,4,1
ACB-C001153,Maria,Lee,46,OH,Midwest,Student,46942.54,697.0,Emerging Affluent,2,2021-02-15,1,2,1
ACB-C001154,Mark,Smith,35,OH,Midwest,Retired,43343.55,,Mass Market,2,2019-11-01,1,4,1
ACB-C001155,David,Johnson,45,NC,Southeast,Unemployed,103035.12,662.0,Emerging Affluent,2,2017-07-21,0,3,1
ACB-C001156,Angela,Taylor,34,IL,Midwest,Employed - Full Time,70737.41,761.0,Mass Market,1,2022-09-28,0,3,1
ACB-C001157,Angela,Park,33,CA,West,Retired,14167.35,699.0,Mass Market,1,2024-08-22,1,3,0
ACB-C001158,Jessica,Williams,39,TN,South,Employed - Full Time,,727.0,Mass Market,1,2017-06-27,1,4,1
ACB-C001159,Karen,Jones,38,TN,South,Employed - Part Time,54749.35,675.0,Mass Market,3,2021-05-09,1,1,1
ACB-C001160,Aisha,Williams,36,TX,South,Self-Employed,53678.57,619.0,Mass Market,3,2025-11-30,0,3,1
ACB-C001161,Barbara,Smith,45,AZ,West,Employed - Part Time,42878.98,752.0,Mass Market,2,2021-12-01,1,4,1
ACB-C001162,Diana,Russo,51,TX,South,Employed - Full Time,128296.21,743.0,Emerging Affluent,3,2016-01-08,1,2,1
ACB-C001163,Linda,Jones,52,FL,Southeast,Government Employee,113645.24,681.0,Emerging Affluent,4,2019-12-12,1,1,1
ACB-C001164,Jennifer,Nguyen,26,IL,Midwest,Unemployed,42803.37,726.0,Mass Market,2,2023-11-12,1,1,1
ACB-C001165,Jennifer,Kowalski,37,CA,West,,37567.06,603.0,Mass Market,4,2016-03-24,1,3,1
ACB-C001166,Jennifer,Rodriguez,30,AZ,West,Employed - Full Time,147451.81,664.0,Affluent,3,2015-03-04,0,2,0
ACB-C001167,Elena,Jones,33,AZ,West,Employed - Part Time,53704.54,800.0,Mass Market,1,2019-08-02,0,4,1
ACB-C001168,Mark,Miller,55,GA,Southeast,Employed - Full Time,273770.67,665.0,High Net Worth,2,2021-10-05,1,4,1
ACB-C001169,Mark,Martinez,39,TX,South,Self-Employed,46849.73,588.0,Mass Market,3,2019-09-27,1,4,1
ACB-C001170,Nancy,Kim,45,FL,Southeast,Unemployed,124948.32,651.0,Emerging Affluent,3,2018-01-29,0,1,1
ACB-C001171,Thomas,Martinez,32,NC,Southeast,Self-Employed,82692.54,718.0,Mass Market,2,2020-09-24,0,4,1
ACB-C001172,Thomas,Thomas,38,PA,Northeast,Self-Employed,96088.23,611.0,Emerging Affluent,5,2021-06-29,1,3,1
ACB-C001173,Daniel,Miller,42,NC,Southeast,Employed - Full Time,175716.95,697.0,Affluent,3,2022-05-11,1,2,1
ACB-C001174,Nancy,Singh,34,CA,West,Retired,172077.1,763.0,Affluent,2,2017-09-09,1,2,1
ACB-C001175,Carlos,Kim,62,NC,Southeast,,247772.86,750.0,High Net Worth,1,2015-03-05,0,3,1
ACB-C001176,Sarah,Smith,47,GA,Southeast,Government Employee,53091.15,748.0,Mass Market,1,2026-02-26,1,1,1
ACB-C001177,Michael,Lopez,28,IL,Midwest,Employed - Part Time,80102.25,715.0,Emerging Affluent,2,2024-08-28,1,2,1
ACB-C001178,Sarah,Chen,24,TX,South,Employed - Part Time,72551.92,670.0,Mass Market,2,2018-12-10,1,4,1
ACB-C001179,Elena,Kim,37,IL,Midwest,Unemployed,81005.02,715.0,Emerging Affluent,3,2017-11-24,1,3,0
ACB-C001180,Carlos,Thomas,34,GA,Southeast,Employed - Part Time,62538.56,647.0,Mass Market,3,2023-07-12,1,1,1
ACB-C001181,Fatima,Kowalski,49,VA,Northeast,Self-Employed,128499.22,699.0,Affluent,2,2020-02-29,0,4,0
ACB-C001182,Patricia,Russo,62,FL,Southeast,Retired,164071.56,669.0,Affluent,3,2026-03-22,1,3,1
ACB-C001183,Jessica,Nguyen,25,NC,Southeast,Employed - Part Time,49453.17,726.0,Mass Market,1,2022-12-11,0,1,1
ACB-C001184,Kevin,Kim,53,VA,Northeast,Retired,32830.04,701.0,Mass Market,2,2016-08-13,1,5,1
ACB-C001185,Marcus,Taylor,18,TX,South,Employed - Full Time,59267.82,680.0,Mass Market,3,2023-11-27,1,4,1
ACB-C001186,Angela,Thomas,40,VA,Northeast,Employed - Full Time,105213.86,,Emerging Affluent,2,2015-12-13,1,1,1
ACB-C001187,Wei,Brown,36,OH,Midwest,Unemployed,22930.29,622.0,Mass Market,4,2024-10-13,1,4,1
ACB-C001188,Kevin,Ahmed,65,TX,South,Employed - Part Time,79023.16,650.0,Affluent,5,2015-06-03,0,5,1
ACB-C001189,Aisha,Lee,36,FL,Southeast,Student,79442.81,650.0,Emerging Affluent,3,2025-04-24,1,3,1
ACB-C001190,Jennifer,Russo,39,OH,Midwest,Unemployed,83962.99,698.0,Emerging Affluent,1,2016-09-29,1,2,1
ACB-C001191,Angela,Park,57,TX,South,Self-Employed,53222.53,658.0,Emerging Affluent,2,2022-01-08,0,3,1
ACB-C001192,Jessica,Okafor,45,NC,Southeast,Unemployed,49755.2,764.0,Mass Market,1,2024-08-17,1,3,1
ACB-C001193,Michael,Nguyen,43,FL,Southeast,Employed - Part Time,129510.71,649.0,Affluent,3,2024-01-27,1,2,1
ACB-C001194,Aisha,Singh,54,NC,Southeast,Self-Employed,35845.66,658.0,Emerging Affluent,4,2024-05-14,0,2,0
ACB-C001195,James,Anderson,52,TX,South,Employed - Part Time,288366.28,668.0,High Net Worth,3,2021-06-29,0,4,1
ACB-C001196,Michael,Park,25,TN,South,Self-Employed,30068.51,614.0,Mass Market,4,2017-08-01,0,3,1
ACB-C001197,Susan,Brown,52,PA,Northeast,Government Employee,89356.31,561.0,Emerging Affluent,4,2024-02-01,1,2,1
ACB-C001198,Elena,Kim,29,VA,Northeast,Student,36257.12,503.0,Mass Market,4,2015-06-20,1,2,1
ACB-C001199,Mark,Martin,36,IL,Midwest,Student,82747.36,694.0,Emerging Affluent,2,2022-04-14,1,3,1
ACB-C001200,Aisha,Martin,50,TX,South,Unemployed,110274.17,557.0,Emerging Affluent,4,2018-11-08,0,2,1
ACB-C001201,Carlos,Patel,51,IL,Midwest,Employed - Full Time,63173.05,597.0,Emerging Affluent,3,2025-04-27,1,2,1
ACB-C001202,Barbara,Thomas,30,TX,South,Unemployed,69901.88,715.0,Emerging Affluent,2,2023-02-12,0,4,1
ACB-C001203,Fatima,Brown,50,TX,South,Employed - Part Time,73102.44,601.0,Mass Market,5,2016-12-22,1,2,1
ACB-C001204,Susan,Wilson,50,FL,Southeast,Student,336532.9,581.0,High Net Worth,5,2024-10-17,1,4,1
ACB-C001205,Jennifer,Lopez,43,NY,Northeast,Student,260029.23,675.0,High Net Worth,3,2017-05-17,1,4,1
ACB-C001206,David,Nguyen,36,IL,Midwest,Unemployed,79864.24,,Mass Market,4,2020-06-16,1,5,1
ACB-C001207,Robert,Lee,43,OH,Midwest,Employed - Part Time,125073.19,665.0,Affluent,2,2024-10-09,1,3,1
ACB-C001208,Mark,Anderson,41,NY,Northeast,Unemployed,40479.66,674.0,Mass Market,2,2023-12-25,1,3,1
ACB-C001209,David,Lopez,49,FL,Southeast,Government Employee,53335.46,781.0,Emerging Affluent,1,2016-10-06,1,2,1
ACB-C001210,Wei,Ahmed,37,PA,Northeast,Unemployed,55491.17,652.0,Mass Market,3,2023-11-17,1,3,1
ACB-C001211,Hassan,Wilson,50,NY,Northeast,Unemployed,177159.87,774.0,High Net Worth,2,2021-12-16,0,2,1
ACB-C001212,Barbara,Wilson,41,NY,Northeast,Employed - Part Time,75974.1,746.0,Mass Market,2,2022-08-13,0,3,1
ACB-C001213,Carlos,Ahmed,29,CA,West,Employed - Full Time,35353.19,732.0,Mass Market,3,2019-12-21,1,5,1
ACB-C001214,Karen,Taylor,44,IL,Midwest,Student,53254.11,750.0,Mass Market,1,2022-06-21,1,1,1
ACB-C001215,Wei,Anderson,53,OH,Midwest,Self-Employed,45106.34,756.0,Mass Market,1,2018-10-09,1,3,1
ACB-C001216,Hassan,Martinez,47,CA,West,Employed - Part Time,87581.6,661.0,Emerging Affluent,2,2016-09-17,1,2,1
ACB-C001217,Linda,Smith,26,TX,South,Employed - Part Time,52108.2,710.0,Mass Market,2,2017-07-23,0,1,1
ACB-C001218,Aisha,Lee,54,OH,Midwest,Employed - Part Time,75531.27,739.0,Emerging Affluent,2,2019-05-08,1,1,1
ACB-C001219,Michael,Lee,37,NC,Southeast,Unemployed,231965.02,800.0,High Net Worth,2,2022-11-02,1,2,1
ACB-C001220,David,Chen,34,FL,Southeast,Unemployed,144039.37,689.0,Affluent,2,2022-11-16,1,2,1
ACB-C001221,Hassan,Kim,48,VA,Northeast,,193828.17,716.0,Affluent,1,2018-04-24,1,2,0
ACB-C001222,Robert,Wilson,40,CA,West,Student,39276.75,747.0,Mass Market,2,2020-04-19,1,4,1
ACB-C001223,Michael,Moore,40,NY,Northeast,Self-Employed,28334.67,567.0,Mass Market,4,2017-04-22,1,1,1
ACB-C001224,David,Kowalski,56,VA,Northeast,Employed - Full Time,57533.88,694.0,Mass Market,2,2018-04-14,1,1,1
ACB-C001225,Nancy,Davis,35,NY,Northeast,Retired,49220.61,737.0,Mass Market,3,2020-09-27,1,1,1
ACB-C001226,Michael,Miller,50,NC,Southeast,Student,199896.32,737.0,Affluent,1,2019-06-05,1,2,1
ACB-C001227,Marcus,Martinez,24,NY,Northeast,Student,55191.09,740.0,Mass Market,2,2018-11-22,1,3,1
ACB-C001228,Hassan,Ahmed,57,FL,Southeast,Government Employee,193629.65,760.0,Affluent,2,2018-06-06,1,1,1
ACB-C001229,Angela,Rodriguez,21,PA,Northeast,Retired,88690.65,530.0,Mass Market,5,2016-09-09,1,5,1
ACB-C001230,James,Johnson,20,NY,Northeast,Retired,122463.38,702.0,Affluent,2,2018-12-22,0,2,1
ACB-C001231,Angela,Johnson,37,TN,South,Employed - Part Time,42545.82,654.0,Mass Market,3,2026-01-30,1,1,1
ACB-C001232,Jennifer,Lee,44,CA,West,Self-Employed,69037.35,668.0,Mass Market,3,2025-05-28,1,5,1
ACB-C001233,Nancy,Nguyen,56,CA,West,Student,75203.09,720.0,Emerging Affluent,1,2025-01-25,1,5,1
ACB-C001234,Robert,Lopez,32,TX,South,Student,37755.96,539.0,Mass Market,5,2022-04-01,1,1,1
ACB-C001235,Maria,Jones,52,NC,Southeast,Employed - Full Time,66603.7,610.0,Emerging Affluent,2,2022-02-02,1,2,1
ACB-C001236,Thomas,Garcia,39,FL,Southeast,Retired,58791.48,717.0,Emerging Affluent,1,2018-05-21,0,3,1
ACB-C001237,Aisha,Park,50,TN,South,Retired,19785.8,727.0,Mass Market,2,2024-11-11,0,4,1
ACB-C001238,James,Russo,50,NY,Northeast,Student,161910.74,740.0,Affluent,2,2016-07-13,1,5,1
ACB-C001239,Marcus,Russo,52,VA,Northeast,Retired,33163.98,772.0,Mass Market,1,2025-07-08,1,4,1
ACB-C001240,Robert,Martinez,55,CA,West,Employed - Part Time,43932.64,726.0,Emerging Affluent,3,2024-12-01,1,3,1
ACB-C001241,Mark,Jones,36,TN,South,Employed - Full Time,63061.73,746.0,Mass Market,2,2021-10-16,1,1,1
ACB-C001242,Patricia,Kim,70,IL,Midwest,Student,44228.75,642.0,Emerging Affluent,3,2021-02-28,1,2,1
ACB-C001243,Jessica,Wilson,52,IL,Midwest,Unemployed,69649.11,773.0,Mass Market,1,2016-04-05,1,4,1
